"fullname","office","position","id","source","document_type","url","patronymic","created_date","first_name","last_name","is_corrected","organization_ua_company_code","debtor_ukr_firstname","debtor_ua_firstname","dnt_objectType_encoded","organization_ua_company_name","otherObjectType","organization_type","debtor_eng_lastname","debtor_eng_firstname","debtor_ua_lastname","organization_eng_company_address","objectType","organization_eng_company_name","dnt_sizeAssets_hidden","iteration","organization","debtor_ukr_middlename","dnt_is_foreign","debtor_ua_sameRegLivingAddress","person","assetsCurrency","debtor_eng_sameRegLivingAddress","debtor_ua_middlename","sizeAssets","debtor_eng_middlename","organization_ukr_company_address","organization_eng_company_code","organization_ukr_company_name","debtor_ukr_lastname","object_id","ownershipType","otherOwnership","percent.ownership","organization_extendedstatus","organization_ua_company_name_extendedstatus","organization_ua_company_code_extendedstatus","sizeAssets_extendedstatus","otherObjectType_extendedstatus","organization_eng_company_code_extendedstatus","assetsCurrency_extendedstatus","organization_eng_company_address_extendedstatus","organization_ukr_company_name_extendedstatus","organization_eng_company_name_extendedstatus","organization_ukr_company_address_extendedstatus","declarant","subjectRelation","in_hryvnias"
"Демчак Руслан Євгенійович","Верховна Рада України","Заступник голови Комітету Верховної Ради України з питань фінансової політики і банківської діяльності.","nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","Євгенійович",2018-04-06,"Руслан","Демчак","TRUE","","","","cash","","","","","","","","Готівкові кошти","","FALSE","1522306045999","","","FALSE","","1","UAH","","",130000,"","","","","","1522306045999","Власність","",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Демчак Руслан Євгенійович",NA,130000
"Демчак Руслан Євгенійович","Верховна Рада України","Заступник голови Комітету Верховної Ради України з питань фінансової політики і банківської діяльності.","nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","Євгенійович",2018-04-06,"Руслан","Демчак","TRUE","00032112","","","bank","""Державний експортно-імпортний банк України"" ","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1522232834207","j","","FALSE","","1","EUR","","",3877,"","","","","","1522232834207","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Демчак Руслан Євгенійович",NA,129861.76
"Демчак Руслан Євгенійович","Верховна Рада України","Заступник голови Комітету Верховної Ради України з питань фінансової політики і банківської діяльності.","nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","Євгенійович",2018-04-06,"Руслан","Демчак","TRUE","00032112","","","bank","""Державний експортно-імпортний банк України"" ","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1477308005294","j","","FALSE","","1","UAH","","",36774,"","","","","","1477308005294","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Демчак Руслан Євгенійович",NA,36774
"Демчак Руслан Євгенійович","Верховна Рада України","Заступник голови Комітету Верховної Ради України з питань фінансової політики і банківської діяльності.","nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","Євгенійович",2018-04-06,"Руслан","Демчак","TRUE","","","","bank","","","Юридична особа, зареєстрована за кордоном","","","","120, High Street Barnet, Herts, EN55FF","Кошти, розміщені на банківських рахунках","NatWest Bank","FALSE","1490263792565","j","","TRUE","","1477033289273","GBP","","",6,"","120, Хай Стріт Барнет, Гертс, ЕН55ФФ","","Натвест бенк","","1490263792565","Власність","",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"Демчак Катерина Русланівна","дочка",226.4
"Демчак Руслан Євгенійович","Верховна Рада України","Заступник голови Комітету Верховної Ради України з питань фінансової політики і банківської діяльності.","nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","Євгенійович",2018-04-06,"Руслан","Демчак","TRUE","00032112","","","bank","""Державний експортно-імпортний банк України""","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1522232901716","j","","FALSE","","1","GBP","","",197,"","","","","","1522232901716","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Демчак Руслан Євгенійович",NA,7433.53
"Демчак Руслан Євгенійович","Верховна Рада України","Заступник голови Комітету Верховної Ради України з питань фінансової політики і банківської діяльності.","nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","Євгенійович",2018-04-06,"Руслан","Демчак","TRUE","36473568","","","credit_union","ТОВ ""І-НВЕСТ""","","Юридична особа, зареєстрована в Україні","","","","","Внески до кредитних спілок та інших небанківських фінансових установ","","FALSE","1522233138165","j","","FALSE","","1","UAH","","",14006300,"","","","","","1522233138165","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Демчак Руслан Євгенійович",NA,14006300
"Демчак Руслан Євгенійович","Верховна Рада України","Заступник голови Комітету Верховної Ради України з питань фінансової політики і банківської діяльності.","nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","Євгенійович",2018-04-06,"Руслан","Демчак","TRUE","00032112","","","bank","АТ УКРЕКСІМБАНК","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1522232544614","j","","FALSE","","1477033211079","EUR","","",30,"","","","","","1522232544614","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Демчак Світлана Михайлівна","дружина",1004.86
"Демчак Руслан Євгенійович","Верховна Рада України","Заступник голови Комітету Верховної Ради України з питань фінансової політики і банківської діяльності.","nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","Євгенійович",2018-04-06,"Руслан","Демчак","TRUE","","","","bank","","","Юридична особа, зареєстрована за кордоном","","","","120, High Street Barnet, Herts, EN55FF","Кошти, розміщені на банківських рахунках","NatWest Bank","FALSE","1522392368076","j","","TRUE","","1477033211079","GBP","","",232,"","120, Хай Стріт Барнет, Гертс, ЕН55ФФ","","Натвест бенк","","1522392368076","Власність","",NA,NA,NA,NA,NA,NA,"1",NA,"0",NA,NA,NA,"Демчак Світлана Михайлівна","дружина",8754.21
"Демчак Руслан Євгенійович","Верховна Рада України","Заступник голови Комітету Верховної Ради України з питань фінансової політики і банківської діяльності.","nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","Євгенійович",2018-04-06,"Руслан","Демчак","TRUE","00032112","","","bank","АТ Укрексімбанк ","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1522232403560","j","","FALSE","","1477033211079","UAH","","",3301,"","","","","","1522232403560","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Демчак Світлана Михайлівна","дружина",3301
"Демчак Руслан Євгенійович","Верховна Рада України","Заступник голови Комітету Верховної Ради України з питань фінансової політики і банківської діяльності.","nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","Євгенійович",2018-04-06,"Руслан","Демчак","TRUE","","","","bank","","","Юридична особа, зареєстрована за кордоном","","","","120, High Street Barnet, Herts, EN55FF","Кошти, розміщені на банківських рахунках","NatWest Bank","FALSE","1490263855696","j","","TRUE","","1477033248609","GBP","","",206,"","120, Хай Стріт Барнет, Гертс, ЕН55ФФ","","Натвест бенк","","1490263855696","Власність","",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"Демчак Дмитро Русланович","син",7773.14
"Демчак Руслан Євгенійович","Верховна Рада України","Заступник голови Комітету Верховної Ради України з питань фінансової політики і банківської діяльності.","nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","Євгенійович",2018-04-06,"Руслан","Демчак","TRUE","39849797","","","bank","ПАТ ""РВС БАНК"" ","","Юридична особа, зареєстрована в Україні","","","","","Кошти, розміщені на банківських рахунках","","FALSE","1522232989055","j","","FALSE","","1","UAH","","",136020019,"","","","","","1522232989055","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Демчак Руслан Євгенійович",NA,136020019
